,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
4251,level_2,level_6,level_3,level_6,Preclick,2150000.0,success,2,Information Technology,1624.0,611.0,20,North America
4252,level_2,level_2,level_3,level_1,Precog,2818000.0,success,4,Data Science,280.0,583.0,11,North America
4253,level_5,level_7,level_2,level_7,Precyse,12020000.0,success,2,Services,4029.0,217.0,22,North America
4254,level_2,level_2,level_0,level_2,Predictify,4300000.0,failure,1,Media & Publishing,390.0,0.0,14,North America
4255,level_5,level_4,level_3,level_1,Predilytics,20500008.0,success,3,Health Care & Biotechnology,613.0,825.0,10,North America
4256,level_1,level_1,level_0,level_0,Prefound,12500.0,failure,1,Community and Lifestyle,26.0,0.0,6,North America
4257,level_5,level_6,level_3,level_6,Prenova,15650000.0,success,3,Information Technology,1590.0,715.0,19,North America
4258,level_6,level_1,level_0,level_1,PrePay,38730470.0,failure,1,Services,59.0,0.0,10,North America
4259,level_1,level_0,level_0,level_1,PrePayMe,50000.0,failure,1,Services,0.0,0.0,8,North America
4260,level_1,level_2,level_0,level_2,PrepChamps,1200000.0,failure,1,Information Technology,446.0,0.0,14,North America
4261,level_1,level_0,level_0,level_1,Prescreen,1000000.0,failure,1,Game & Applications,0.0,0.0,10,North America
4262,level_2,level_0,level_0,level_5,PresenceID,4500000.0,failure,1,Data Science,0.0,0.0,16,North America
4263,level_1,level_2,level_0,level_1,Press,70000.0,failure,1,Other,197.0,0.0,10,North America
4264,level_1,level_2,level_0,level_2,Pressflip,110000.0,failure,1,Information Technology,210.0,0.0,14,North America
4265,level_5,level_8,level_4,level_8,Pressure BioSciences,10628756.0,success,9,Health Care & Biotechnology,11373.0,1843.0,43,North America
4266,level_5,level_8,level_0,level_7,Prestolite Electric,33500000.0,success,1,Information Technology,6898.0,0.0,30,North America
4267,level_3,level_5,level_3,level_6,Preventsys,10000000.0,failure,2,Privacy and Security,779.0,571.0,19,North America
4268,level_6,level_5,level_0,level_7,Price Interactive,38730470.0,success,1,Services,883.0,0.0,25,North America
4269,level_8,level_7,level_0,level_7,Price Legacy Corp,100000000.0,success,1,Services,2644.0,0.0,27,North America
4270,level_7,level_1,level_2,level_7,Priceline,77336990.0,success,3,Services,31.0,303.0,23,North America
4271,level_6,level_1,level_0,level_1,Prim,38730470.0,failure,1,Commerce & Marketing,59.0,0.0,8,North America
4272,level_5,level_7,level_0,level_6,Primo Water&Dispensers,31050000.0,success,1,Commerce & Marketing,2526.0,0.0,17,North America
4273,level_5,level_8,level_0,level_7,Princeton Softech,21000000.0,success,1,Privacy and Security,4832.0,0.0,32,North America
4274,level_5,level_7,level_0,level_7,Print Inc,11400000.0,success,2,Media & Publishing,1909.0,0.0,22,North America
4275,level_1,level_1,level_0,level_1,Printed Piece,15000.0,failure,1,Information Technology,14.0,0.0,11,North America
4276,level_1,level_1,level_0,level_1,Prior Knowledge,1400000.0,success,1,Data Science,153.0,0.0,10,North America
4277,level_2,level_2,level_0,level_1,PrivateCore,2250000.0,success,1,Privacy and Security,173.0,0.0,10,North America
4278,level_3,level_7,level_3,level_7,Galectin Therapeutics,9514000.0,success,13,Health Care & Biotechnology,2995.0,693.0,21,North America
4279,level_5,level_5,level_4,level_6,Proacta,38500444.0,failure,3,Health Care & Biotechnology,1133.0,1772.0,17,North America
4280,level_2,level_2,level_0,level_7,ProcessClaims,4000000.0,success,1,Information Technology,538.0,0.0,21,North America
4281,level_2,level_7,level_0,level_7,ProClarity Corporation,7750000.0,success,1,Data Science,2746.0,0.0,26,North America
4282,level_1,level_1,level_2,level_2,Producteev,1310000.0,success,3,Other,7.0,566.0,13,North America
4283,level_2,level_5,level_0,level_7,Proficient Systems,5000000.0,success,1,Electronics,1447.0,0.0,21,North America
4284,level_2,level_8,level_0,level_7,ProfitLine,7000000.0,success,1,Information Technology,5532.0,0.0,29,North America
4285,level_1,level_0,level_4,level_2,ProFounder,460000.0,failure,3,Services,0.0,1032.0,12,North America
4286,level_1,level_2,level_0,level_1,Progow Corp,875000.0,failure,1,Services,365.0,0.0,7,North America
4287,level_2,level_5,level_0,level_2,Progressive Book Club,1600000.0,failure,1,Community and Lifestyle,639.0,0.0,13,North America
4288,level_6,level_8,level_0,level_7,Progressive Finance,38730470.0,success,1,Services,4549.0,0.0,21,North America
4289,level_1,level_2,level_0,level_3,Project Hi-Fi,300000.0,failure,1,Services,323.0,0.0,15,North America
4290,level_5,level_1,level_4,level_1,Slice,38026000.0,success,4,Information Technology,131.0,1199.0,11,North America
4291,level_6,level_7,level_0,level_2,"Project Sport, LLC",38730470.0,failure,1,Services,2237.0,0.0,13,North America
4292,level_7,level_7,level_3,level_6,Prolexic Technologies,51900000.0,success,3,Information Technology,3008.0,850.0,18,North America
4293,level_8,level_8,level_0,level_7,Prometheus Laboratories,260000000.0,success,1,Health Care & Biotechnology,5485.0,0.0,26,North America
4294,level_6,level_5,level_0,level_7,Prompt Associates,38730470.0,success,1,Services,1275.0,0.0,32,North America
4295,level_6,level_1,level_0,level_1,PROnoise,38730470.0,failure,1,Media & Publishing,141.0,0.0,10,North America
4296,level_7,level_2,level_4,level_6,Proofpoint,79000000.0,success,5,Information Technology,500.0,1596.0,19,North America
4297,level_1,level_2,level_0,level_1,Propeller,1250000.0,failure,1,Game & Applications,177.0,0.0,8,North America
4298,level_2,level_5,level_0,level_6,PropertyBridge,2000000.0,success,1,Real Estate,1126.0,0.0,18,North America
4299,level_6,level_8,level_0,level_6,ProPharma Group,38730470.0,failure,1,Services,5196.0,0.0,20,North America
4300,level_6,level_1,level_0,level_0,Prospxt,38730470.0,failure,1,Services,152.0,0.0,6,North America
4301,level_5,level_2,level_4,level_6,ProStor Systems,26400000.0,success,3,Information Technology,550.0,1713.0,17,North America
4302,level_8,level_8,level_0,level_7,Protection One,250000000.0,success,1,Privacy and Security,9871.0,0.0,33,North America
4303,level_1,level_5,level_0,level_2,Protective Systems,788800.0,failure,1,Privacy and Security,1156.0,0.0,14,North America
4304,level_2,level_5,level_0,level_6,Protego Networks,6300000.0,success,1,Privacy and Security,745.0,0.0,19,North America
4305,level_5,level_5,level_5,level_6,Protein Forest,24010000.0,success,4,Health Care & Biotechnology,689.0,2177.0,19,North America
4306,level_8,level_7,level_5,level_6,Proteon Therapeutics,126538660.0,success,5,Health Care & Biotechnology,2439.0,2444.0,20,North America
4307,level_2,level_7,level_2,level_7,Protiva Biotherapeutics,8250000.0,success,2,Health Care & Biotechnology,2385.0,358.0,21,North America
4308,level_7,level_7,level_0,level_7,Proto Labs,52000000.0,success,1,Manufacturing,3518.0,0.0,22,North America
4309,level_1,level_2,level_2,level_1,ProtoExchange,133000.0,failure,2,Information Technology,220.0,78.0,9,North America
4310,level_8,level_2,level_5,level_7,Protonex Technology Corporation,181000000.0,success,5,Consumer Goods,319.0,4673.0,21,North America
4311,level_5,level_5,level_4,level_6,Provade,18384392.0,success,5,Information Technology,753.0,1661.0,17,North America
4312,level_6,level_6,level_4,level_7,Provigent,40000000.0,success,4,Media & Publishing,1725.0,1560.0,21,North America
4313,level_2,level_5,level_2,level_1,Proximal Data,7999996.0,success,4,Data Science,662.0,184.0,10,North America
4314,level_1,level_7,level_0,level_6,Proximex,1392000.0,success,1,Information Technology,2220.0,0.0,17,North America
4315,level_4,level_1,level_4,level_3,Proximic,10411000.0,success,4,Media & Publishing,31.0,1678.0,15,North America
4316,level_1,level_2,level_2,level_1,PRSM Healthcare,105000.0,failure,2,Health Care & Biotechnology,510.0,482.0,10,North America
4317,level_5,level_8,level_0,level_7,Psychiatric Solutions,25000000.0,success,1,Health Care & Biotechnology,5488.0,0.0,33,North America
4318,level_8,level_5,level_5,level_7,PTC Therapeutics,417100000.0,success,11,Health Care & Biotechnology,1357.0,5077.0,23,North America
4319,level_2,level_1,level_3,level_2,PublicEarth,4000000.0,failure,2,Information Technology,38.0,833.0,13,North America
4320,level_2,level_5,level_2,level_2,PublicStuff,6552136.0,success,3,Information Technology,886.0,491.0,12,North America
4321,level_6,level_1,level_0,level_1,PublikDemand,38730470.0,failure,1,Other,8.0,0.0,9,North America
4322,level_1,level_2,level_0,level_1,Puentes Company,100000.0,failure,1,Information Technology,396.0,0.0,9,North America
4323,level_6,level_1,level_2,level_2,Pulpo Media,38730470.0,success,2,Media & Publishing,151.0,245.0,13,North America
4324,level_3,level_2,level_2,level_1,Pulse,9800000.0,success,2,Electronics,158.0,253.0,11,North America
4325,level_2,level_8,level_0,level_7,Pulse Entertainment,5800000.0,success,1,Information Technology,4828.0,0.0,27,North America
4326,level_2,level_2,level_4,level_5,Punch Entertainment,2932278.0,failure,2,Messaging and Telecommunication,293.0,1153.0,16,North America
4327,level_1,level_1,level_0,level_1,Punchd,50000.0,success,1,Information Technology,44.0,0.0,10,North America
4328,level_5,level_1,level_4,level_1,PunchTab,11500000.0,success,3,Data Science,150.0,1065.0,10,North America
4329,level_2,level_8,level_3,level_7,PURE Bioscience,3251250.0,success,3,Health Care & Biotechnology,6887.0,615.0,29,North America
4330,level_7,level_2,level_5,level_6,Pure Digital Technologies,68200000.0,success,6,Information Technology,387.0,2156.0,20,North America
4331,level_5,level_5,level_3,level_6,Pure Networks,19500000.0,success,3,Information Technology,863.0,608.0,19,North America
4332,level_8,level_1,level_4,level_2,Pure Storage,530856480.0,success,8,Information Technology,30.0,1775.0,12,North America
4333,level_5,level_7,level_4,level_6,PureWave Networks,17000000.0,success,3,Electronics,2164.0,1653.0,18,North America
4334,level_3,level_7,level_2,level_2,PureCars,10000000.0,success,2,Transportation,2199.0,344.0,14,North America
4335,level_2,level_6,level_0,level_5,PureEnergy Solutions,7729998.0,failure,1,Information Technology,1773.0,0.0,16,North America
4336,level_2,level_0,level_2,level_2,Purewire,4750000.0,success,3,Information Technology,0.0,274.0,14,North America
4337,level_1,level_6,level_0,level_2,Push IO,200010.0,success,1,Information Technology,1679.0,0.0,12,North America
4338,level_6,level_0,level_0,level_2,PushButton Labs,38730470.0,failure,1,Game & Applications,0.0,0.0,12,North America
4339,level_1,level_2,level_0,level_2,Pushing Green,150000.0,failure,1,Services,455.0,0.0,12,North America
4340,level_1,level_1,level_0,level_1,Pushkart,250000.0,failure,1,Other,73.0,0.0,11,North America
4341,level_5,level_2,level_4,level_1,Pushpay,35094596.0,success,10,Information Technology,567.0,966.0,10,North America
4342,level_2,level_2,level_0,level_1,Pylba,1700000.0,failure,1,Electronics,423.0,0.0,9,North America
4343,level_2,level_7,level_0,level_7,Q Interactive,1500000.0,success,1,Media & Publishing,3896.0,0.0,26,North America
4344,level_1,level_2,level_0,level_1,Q Medical Centers,200000.0,failure,1,Health Care & Biotechnology,369.0,0.0,9,North America
4345,level_5,level_5,level_4,level_6,Q1 Labs,34400000.0,success,3,Privacy and Security,1050.0,1141.0,20,North America
4346,level_5,level_7,level_0,level_6,Q2ebanking,20000000.0,success,1,Services,3367.0,0.0,17,North America
4347,level_5,level_5,level_3,level_1,QBotix,23500000.0,failure,3,Information Technology,977.0,617.0,11,North America
4348,level_6,level_8,level_0,level_8,QC Corp,38730470.0,success,1,Manufacturing,15837.0,0.0,50,North America
4349,level_5,level_5,level_4,level_3,Qik,16600000.0,success,5,Electronics,678.0,1002.0,15,North America
4350,level_2,level_2,level_2,level_1,Qlika,1720000.0,success,2,Data Science,439.0,222.0,9,North America
4351,level_5,level_8,level_0,level_7,QlikTech,12500000.0,success,1,Data Science,4357.0,0.0,28,North America
4352,level_1,level_0,level_2,level_2,Qloud,600000.0,success,2,Media & Publishing,0.0,554.0,14,North America
4353,level_5,level_5,level_4,level_6,Qlusters,26360000.0,failure,2,Information Technology,1315.0,1095.0,20,North America
4354,level_5,level_5,level_4,level_6,Qovia,23260000.0,success,3,Information Technology,658.0,961.0,19,North America
4355,level_1,level_2,level_0,level_3,QponDirect,300000.0,failure,1,Information Technology,456.0,0.0,15,North America
4356,level_7,level_5,level_4,level_6,QSecure,49000000.0,failure,5,Privacy and Security,944.0,1525.0,18,North America
4357,level_1,level_0,level_0,level_0,Qu: Stay Curious,50000.0,failure,1,Data Science,0.0,0.0,6,North America
4358,level_8,level_8,level_0,level_8,Quad/Graphics,1900000000.0,success,1,Commerce & Marketing,15823.0,0.0,50,North America
4359,level_5,level_8,level_2,level_8,Quality Systems,23394036.0,success,2,Health Care & Biotechnology,13191.0,423.0,47,North America
4360,level_5,level_6,level_0,level_5,Quality Technology Services,25000000.0,success,1,Information Technology,1724.0,0.0,16,North America
4361,level_6,level_6,level_0,level_7,Qualys,38730470.0,success,1,Privacy and Security,1776.0,0.0,22,North America
4362,level_1,level_0,level_0,level_2,Quant the News,150000.0,failure,1,Services,0.0,0.0,14,North America
4363,level_8,level_7,level_2,level_7,Quanta Services,207900000.0,success,2,Real Estate,2114.0,69.0,24,North America
4364,level_5,level_2,level_3,level_2,QuantaLife,28712620.0,success,3,Health Care & Biotechnology,519.0,779.0,13,North America
4365,level_3,level_5,level_3,level_5,Quantivo,9400000.0,success,2,Data Science,1103.0,707.0,16,North America
4366,level_1,level_7,level_2,level_2,Quantum Materials Corporation,490000.0,success,2,Media & Publishing,2228.0,446.0,13,North America
4367,level_7,level_5,level_3,level_7,QuantumShift Communications,50500000.0,success,2,Information Technology,1014.0,785.0,24,North America
4368,level_5,level_5,level_4,level_6,Quartics,35638336.0,failure,5,Information Technology,1391.0,1478.0,18,North America
4369,level_5,level_2,level_3,level_3,Quattro Wireless,28300000.0,success,3,Media & Publishing,212.0,686.0,15,North America
4370,level_2,level_5,level_0,level_1,"Tonomi, Inc.",1800000.0,success,1,Information Technology,751.0,0.0,9,North America
4371,level_5,level_7,level_5,level_7,Quepasa,24300000.0,success,4,Information Technology,3895.0,2415.0,24,North America
4372,level_6,level_1,level_5,level_6,Quellan,39231990.0,success,18,Media & Publishing,126.0,2978.0,20,North America
4373,level_2,level_7,level_0,level_6,Queplix,1500000.0,failure,1,Information Technology,2070.0,0.0,17,North America
4374,level_7,level_0,level_0,level_1,Questia Media,90000000.0,success,1,Education,0.0,0.0,11,North America
4375,level_6,level_2,level_0,level_1,Questli,38730470.0,failure,1,Information Technology,247.0,0.0,10,North America
4376,level_5,level_1,level_4,level_2,Quick Hit,18950000.0,failure,5,Sports,23.0,1084.0,13,North America
4377,level_2,level_5,level_0,level_1,Quickcue,1800000.0,success,1,Information Technology,670.0,0.0,10,North America
4378,level_5,level_8,level_4,level_7,Quickoffice,30250000.0,success,5,Game & Applications,4527.0,1374.0,28,North America
4379,level_7,level_3,level_4,level_5,Quidsi,78500000.0,success,6,Commerce & Marketing,608.0,1327.0,16,North America
4380,level_5,level_5,level_4,level_7,Quigo,35000000.0,success,5,Media & Publishing,1521.0,1193.0,21,North America
4381,level_1,level_1,level_3,level_1,Quik.io,1280000.0,success,2,Information Technology,76.0,578.0,10,North America
4382,level_2,level_7,level_0,level_7,QuikCycle,8900000.0,failure,1,Information Technology,3346.0,0.0,23,North America
4383,level_1,level_4,level_5,level_7,QuinStreet,4000.0,success,2,Media & Publishing,619.0,2286.0,22,North America
4384,level_2,level_8,level_0,level_7,Quintessence Biosciences,1486000.0,failure,1,Health Care & Biotechnology,4560.0,0.0,21,North America
4385,level_5,level_5,level_0,level_7,Quintessent Communications,15000000.0,success,1,Services,1125.0,0.0,24,North America
4386,level_8,level_0,level_5,level_2,Quirky,185325010.0,failure,8,Other,0.0,3078.0,12,North America
4387,level_5,level_5,level_4,level_6,Qumu,24750000.0,success,3,Information Technology,1237.0,1583.0,18,North America
4388,level_1,level_5,level_0,level_2,Quotify Technology,935000.0,failure,1,Information Technology,861.0,0.0,13,North America
4389,level_4,level_2,level_2,level_2,Qwiki,10500000.0,success,3,Media & Publishing,282.0,264.0,12,North America
4390,level_6,level_8,level_0,level_7,R-Health,38730470.0,failure,1,Information Technology,5641.0,0.0,23,North America
4391,level_6,level_6,level_0,level_7,Rachis Corporation,38730470.0,success,1,Media & Publishing,1783.0,0.0,24,North America
4392,level_1,level_2,level_0,level_1,"RackN, Inc.",800000.0,failure,1,Game & Applications,238.0,0.0,7,North America
4393,level_5,level_5,level_0,level_7,Rackspace,11500000.0,success,1,Information Technology,790.0,0.0,23,North America
4394,level_2,level_0,level_3,level_2,Rackup,3500000.0,failure,2,Commerce & Marketing,0.0,609.0,13,North America
4395,level_1,level_7,level_0,level_2,Rad Power Bikes,320365.0,failure,1,Services,3011.0,0.0,14,North America
4396,level_8,level_5,level_5,level_6,Radius Health,212900000.0,success,6,Health Care & Biotechnology,1248.0,2215.0,18,North America
4397,level_6,level_0,level_0,level_2,Raffstar,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
4398,level_1,level_2,level_0,level_1,Raidarrr,18852.0,failure,1,Information Technology,246.0,0.0,9,North America
4399,level_2,level_5,level_0,level_7,RAIDCore,5000000.0,failure,1,Design & Platforms,1406.0,0.0,21,North America
4400,level_5,level_5,level_0,level_7,Rainfinity,15000000.0,success,1,Information Technology,700.0,0.0,23,North America
4401,level_5,level_7,level_4,level_6,RainStor,26284824.0,success,5,Data Science,1867.0,1333.0,17,North America
4402,level_2,level_2,level_0,level_5,Rakuten MediaForge,1500000.0,success,1,Media & Publishing,546.0,0.0,16,North America
4403,level_7,level_7,level_4,level_6,Rally Software,68850000.0,success,5,Information Technology,1990.0,1819.0,20,North America
4404,level_8,level_8,level_2,level_7,Rambus,288565570.0,success,2,Media & Publishing,7337.0,490.0,31,North America
4405,level_6,level_2,level_0,level_3,RampedMedia,38730470.0,failure,1,Information Technology,485.0,0.0,15,North America
4406,level_7,level_7,level_5,level_7,Rapid7,89000000.0,success,4,Information Technology,3182.0,2282.0,21,North America
4407,level_1,level_2,level_2,level_1,RapidEngines,1379372.0,success,2,Information Technology,396.0,507.0,11,North America
4408,level_2,level_7,level_0,level_2,"RapidValue Solutions, Inc",4184999.0,failure,1,Electronics,2051.0,0.0,13,North America
4409,level_5,level_1,level_4,level_3,Rapleaf,16000000.0,success,4,Information Technology,151.0,1923.0,15,North America
4410,level_5,level_6,level_3,level_6,Rapport,25500000.0,failure,2,Information Technology,1662.0,824.0,20,North America
4411,level_1,level_2,level_0,level_1,Rapportive,1000000.0,success,1,Information Technology,213.0,0.0,11,North America
4412,level_5,level_7,level_0,level_6,Raser Technologies,30000000.0,failure,1,Information Technology,2533.0,0.0,18,North America
4413,level_5,level_1,level_4,level_3,RatePoint,24500000.0,failure,4,Services,150.0,1299.0,15,North America
4414,level_2,level_5,level_0,level_1,Ratify,2000000.0,failure,1,Information Technology,979.0,0.0,11,North America
4415,level_7,level_5,level_4,level_7,Raven Biotechnologies,88300000.0,success,2,Health Care & Biotechnology,1463.0,1013.0,22,North America
4416,level_6,level_0,level_0,level_1,Ravn,38730470.0,failure,1,Travel and Tourism,0.0,0.0,10,North America
4417,level_1,level_5,level_0,level_2,RawData,1400000.0,failure,1,Media & Publishing,1036.0,0.0,12,North America
4418,level_1,level_6,level_0,level_1,Rawxies,512000.0,failure,1,Food & Agriculture,1682.0,0.0,10,North America
4419,level_5,level_7,level_2,level_7,RaySat,37000000.0,success,2,Transportation,2731.0,356.0,24,North America
4420,level_5,level_5,level_0,level_3,Rayspan,12500000.0,failure,1,Electronics,1213.0,0.0,15,North America
4421,level_5,level_5,level_5,level_5,RayV,16030566.0,success,4,Game & Applications,730.0,3054.0,16,North America
4422,level_1,level_5,level_0,level_1,Razor Insights,350000.0,success,1,Health Care & Biotechnology,706.0,0.0,11,North America
4423,level_6,level_7,level_5,level_6,Razorsight,38890000.0,success,6,Transportation,1837.0,3028.0,20,North America
4424,level_8,level_2,level_4,level_2,Rdio,125700000.0,failure,6,Media & Publishing,439.0,1630.0,13,North America
4425,level_8,level_1,level_5,level_6,ReachLocal,127335670.0,success,8,Media & Publishing,60.0,4083.0,17,North America
4426,level_2,level_7,level_0,level_7,Reactivity,8550000.0,success,1,Information Technology,2965.0,0.0,23,North America
4427,level_1,level_7,level_0,level_6,Ready Solar,1000000.0,success,1,Information Technology,2553.0,0.0,17,North America
4428,level_5,level_1,level_1,level_1,Readyforce,14200000.0,success,2,Information Technology,87.0,7.0,11,North America
4429,level_2,level_1,level_2,level_1,ReadyForZero,4777000.0,success,3,Services,31.0,365.0,11,North America
4430,level_5,level_2,level_3,level_3,Real Girls Media Network,13196231.0,success,2,Information Technology,319.0,730.0,15,North America
4431,level_6,level_2,level_0,level_3,Real Time Content,38730470.0,success,1,Media & Publishing,426.0,0.0,15,North America
4432,level_7,level_8,level_3,level_8,RealD,72000000.0,success,3,Media & Publishing,9941.0,635.0,41,North America
4433,level_1,level_0,level_0,level_0,Realine Technology,500000.0,failure,1,Other,0.0,0.0,6,North America
4434,level_1,level_0,level_2,level_1,Reality Crowd TV Media Corporation,90000.0,failure,2,Services,0.0,463.0,8,North America
4435,level_7,level_7,level_5,level_7,RealPage,86401576.0,success,8,Information Technology,3285.0,2816.0,26,North America
4436,level_2,level_6,level_0,level_6,Reaxion Corporation,2000000.0,success,1,Game & Applications,1708.0,0.0,20,North America
4437,level_1,level_2,level_0,level_2,Rebel Monkey,1000000.0,failure,1,Game & Applications,400.0,0.0,14,North America
4438,level_6,level_2,level_0,level_1,Receept,38730470.0,failure,1,Services,181.0,0.0,10,North America
4439,level_7,level_5,level_4,level_2,Receptos,73480060.0,success,4,Health Care & Biotechnology,872.0,1026.0,14,North America
4440,level_1,level_2,level_0,level_2,ReClaims,50000.0,failure,1,Services,371.0,0.0,12,North America
4441,level_1,level_0,level_2,level_1,Reclip.It,840000.0,success,2,Information Technology,0.0,366.0,9,North America
4442,level_5,level_6,level_0,level_6,Reconnex,16000000.0,success,1,Privacy and Security,1580.0,0.0,19,North America
4443,level_5,level_2,level_2,level_5,Recordant,12000000.0,failure,2,Information Technology,405.0,360.0,16,North America
4444,level_5,level_5,level_3,level_5,Recurve,14000000.0,success,2,Information Technology,1149.0,632.0,16,North America
4445,level_1,level_0,level_0,level_3,(RED),2323.0,success,1,Other,0.0,0.0,15,North America
4446,level_6,level_2,level_0,level_2,Red Aril,38730470.0,success,1,Media & Publishing,209.0,0.0,12,North America
4447,level_5,level_7,level_4,level_7,Red Bend Software,33200000.0,success,4,Information Technology,1907.0,1493.0,22,North America
4448,level_1,level_1,level_0,level_1,Red Blue Voice,25000.0,failure,1,Information Technology,23.0,0.0,10,North America
4449,level_2,level_2,level_0,level_1,Toro,1500000.0,success,1,Information Technology,424.0,0.0,9,North America
4450,level_5,level_7,level_4,level_5,Red Lambda,15208650.0,failure,4,Information Technology,2032.0,1374.0,16,North America
4451,level_2,level_5,level_0,level_2,Redbeacon,7400000.0,success,1,Information Technology,642.0,0.0,13,North America
4452,level_7,level_1,level_5,level_5,reddit,50100000.0,success,2,Media & Publishing,151.0,3408.0,16,North America
4453,level_2,level_7,level_2,level_6,Reddwerks Corporation,2150000.0,success,3,Information Technology,2388.0,280.0,18,North America
4454,level_1,level_1,level_2,level_1,Redeemr,250000.0,failure,3,Community and Lifestyle,28.0,374.0,10,North America
4455,level_2,level_5,level_5,level_6,RedPath Integrated Pathology,9300718.0,success,4,Health Care & Biotechnology,1084.0,2302.0,17,North America
4456,level_6,level_7,level_0,level_5,Red Stamp,38730470.0,success,1,Education,2466.0,0.0,16,North America
4457,level_1,level_1,level_0,level_1,Reduce Data,500000.0,success,1,Media & Publishing,123.0,0.0,9,North America
4458,level_2,level_0,level_4,level_2,Redux,8110454.0,success,5,Information Technology,0.0,2112.0,14,North America
4459,level_7,level_2,level_4,level_2,Redwood Systems,42250000.0,success,5,Information Technology,276.0,1335.0,13,North America
4460,level_7,level_7,level_3,level_7,Reef Point Systems,52000000.0,failure,3,Privacy and Security,2647.0,721.0,23,North America
4461,level_1,level_2,level_0,level_1,ReelBig,25000.0,failure,1,Game & Applications,435.0,0.0,8,North America
4462,level_2,level_2,level_3,level_1,Reesio,1583500.0,success,4,Services,556.0,717.0,9,North America
4463,level_1,level_2,level_2,level_1,Referly,1300000.0,failure,2,Information Technology,181.0,350.0,9,North America
4464,level_1,level_1,level_0,level_6,RefferedAgent.com,275000.0,failure,1,Real Estate,30.0,0.0,19,North America
4465,level_5,level_5,level_2,level_7,Reflectent Software,13500000.0,success,2,Electronics,1242.0,234.0,21,North America
4466,level_3,level_5,level_0,level_1,Refresh.io,10000000.0,success,1,Information Technology,677.0,0.0,10,North America
4467,level_8,level_7,level_5,level_6,Regado Biosciences,177000000.0,success,5,Health Care & Biotechnology,2276.0,2502.0,20,North America
4468,level_2,level_5,level_0,level_2,Regen,1602500.0,failure,1,Information Technology,779.0,0.0,13,North America
4469,level_8,level_6,level_2,level_2,REGENXBIO,108391870.0,success,3,Health Care & Biotechnology,1771.0,559.0,12,North America
4470,level_5,level_7,level_2,level_2,Regulus Therapeutics,34999990.0,success,2,Health Care & Biotechnology,1879.0,471.0,14,North America
4471,level_2,level_8,level_2,level_7,ReDoc Software,3949998.0,success,3,Information Technology,6588.0,340.0,26,North America
4472,level_6,level_8,level_0,level_8,Rehab Management Services,38730470.0,success,1,Health Care & Biotechnology,7005.0,0.0,45,North America
4473,level_1,level_1,level_0,level_1,Rehabtics,100000.0,failure,1,Sports,76.0,0.0,9,North America
4474,level_7,level_2,level_4,level_1,RelateIQ,69000000.0,success,4,Information Technology,234.0,945.0,10,North America
4475,level_1,level_2,level_2,level_1,Relationship Analytics,125000.0,failure,2,Data Science,247.0,41.0,9,North America
4476,level_2,level_7,level_2,level_7,Relativity Technologies,7500000.0,success,2,Information Technology,2624.0,479.0,24,North America
4477,level_2,level_7,level_0,level_5,"RELDATA, Inc.",4000000.0,success,1,Information Technology,2201.0,0.0,16,North America
4478,level_6,level_1,level_0,level_1,Relead,38730470.0,failure,1,Data Science,44.0,0.0,10,North America
4479,level_5,level_7,level_0,level_6,Reliant Technologies,15000000.0,success,1,Health Care & Biotechnology,2299.0,0.0,20,North America
4480,level_7,level_7,level_5,level_7,ReliOn,54000000.0,success,5,Information Technology,3596.0,3002.0,26,North America
4481,level_6,level_5,level_0,level_1,relocality,38730470.0,failure,1,Data Science,1054.0,0.0,11,North America
4482,level_2,level_8,level_4,level_7,Relume Technologies,7800000.0,success,3,Manufacturing,5827.0,1021.0,27,North America
4483,level_8,level_1,level_5,level_2,Relypsa,357129900.0,success,8,Health Care & Biotechnology,28.0,2408.0,14,North America
4484,level_2,level_0,level_5,level_2,Remark Media,6051497.0,success,3,Commerce & Marketing,0.0,2159.0,14,North America
4485,level_1,level_1,level_0,level_1,Rembrandt Productions,250000.0,failure,1,Media & Publishing,90.0,0.0,8,North America
4486,level_6,level_5,level_0,level_2,Remedy Systems,38730470.0,success,1,Services,1126.0,0.0,12,North America
4487,level_1,level_2,level_0,level_1,Remotium,1000000.0,success,1,Other,198.0,0.0,9,North America
4488,level_2,level_1,level_2,level_2,REMOTV,2700000.0,failure,3,Information Technology,80.0,533.0,14,North America
4489,level_6,level_8,level_0,level_8,Renaissance Learning,40000000.0,success,1,Education,11007.0,0.0,37,North America
4490,level_5,level_5,level_2,level_7,Renal Solutions,32700000.0,success,2,Health Care & Biotechnology,1067.0,241.0,21,North America
4491,level_6,level_5,level_0,level_7,Renal Treatment Centers,38730470.0,failure,1,Services,1001.0,0.0,33,North America
4492,level_8,level_8,level_0,level_7,Renewable Energy Group,198730670.0,success,1,Science & Engineering,4561.0,0.0,25,North America
4493,level_1,level_7,level_0,level_7,Renovar,1200000.0,failure,1,Health Care & Biotechnology,2890.0,0.0,22,North America
4494,level_2,level_5,level_3,level_2,Renovis Surgical Technologies,6195600.0,success,3,Health Care & Biotechnology,1138.0,821.0,12,North America
4495,level_5,level_2,level_2,level_7,Rent.com,34300000.0,success,3,Information Technology,274.0,92.0,21,North America
